titulo,precio,provincia,num_dormitorios,num_banos,area,num_garages,ciudad,sector,lugar,rango_area,tipo_precio
OFICINA RENTA -SECT. IAQUITO ED.AMAZONAS,500,Pichincha,3.0,2.0,54.0,1.0,Quito,Iaquito,Quito,50-80,Medio
ARRIENDO OFICINA  SEC. IAQUITO BCO. AMAZONAS,500,Pichincha,3.0,2.0,30.0,1.0,Quito,Iaquito,Quito,0-50,Medio
ARRIENDO CASA AMOBLADA OFICINAS-SECTOR RUMIAHUI,1000,Pichincha,3.0,2.0,224.0,1.0,Quito,De Los Cedros,Quito,180-250,Lujo
SE ARRIENDA BONITO LOCAL COMERCIAL (AV. ILALO),325,Pichincha,3.0,2.0,70.0,1.0,Quito,Av Ilal,Quito,50-80,Economico
SE ARRIENDA BONITO LOCAL COMERCIAL LA MAGDALENA,550,Pichincha,3.0,2.0,120.0,1.0,Quito,La Magdalena,Quito,80-120,Medio
Rento departamento dplex Gonzlez Surez,1000,Pichincha,2.0,3.0,190.0,2.0,Gonzlez Surez,Gonzlez Surez,Gonzlez Surez,180-250,Medio
SE ARRIENDA LOCAL EN IAQUITO,450,Pichincha,3.0,2.0,45.0,1.0,Quito,Iaquito,Quito,0-50,Medio
SE ALQUILA OFICINA DE IAQUITO,400,Pichincha,3.0,1.0,25.0,1.0,Quito,Iaquito,Quito,0-50,Medio
"Rento Casa Hermosa, Cumbaya, Seguridad, Conjunto, Amplios Jardines Comunales",880,Pichincha,3.0,4.0,153.0,2.0,Quito,Cumbay,Quito,120-180,Lujo
Renta o venta hermoso y elegante departamento Miravalle Urbanizacin,1200,Pichincha,3.0,3.0,145.0,2.0,Quito,Miravalle,Quito,120-180,Lujo
RENTO CASA MUY MODERNA Y ELEGANTE TANDA,3500,Pichincha,4.0,4.0,450.0,4.0,Quito 170157,Eugenio Espejo,Quito 170157,400+,Lujo
Rento hermoso departamento rstico URBANIZACIN TANDA,1200,Pichincha,2.0,3.0,225.0,2.0,Nayn Tanda Eugenio Espejo,Nayn Tanda Eugenio Espejo,Nayn Tanda Eugenio Espejo,180-250,Medio
RENTO HERMOSA SUITE A ESTRENAR CUMBAY LA PRIMAVERA,600,Pichincha,1.0,2.0,60.0,1.0,Quito,Cumbay,Quito,50-80,Medio
TERRENO EN RENTA EN CALDERON,450,Pichincha,3.0,2.0,100.0,1.0,Quito,Caldern,Quito,80-120,Medio
ARRIENDO OFICINA SECTOR LA CAROLINA,650,Pichincha,3.0,2.0,64.0,1.0,Quito,Iaquito,Quito,50-80,Medio
OFICINA EJECUTIVA EN RENTA REPUBLICA DEL SALVADOR,1300,Pichincha,3.0,2.0,164.0,2.0,Quito,Avenida Repblica De El Salvador,Quito,120-180,Lujo
EN RENTA TERRENO PLANO SAN ANTONIO DE PICHINCHA,450,Pichincha,3.0,2.0,100.0,1.0,Quito,San Antonio De Pichincha,Quito,80-120,Medio
EN RENTA DEPARTAMENTO LA FLORIDA,280,Pichincha,3.0,2.0,70.0,1.0,Quito,La Concepcin,Quito,50-80,Economico
OFICINAS DE ARRIENDO SECTOR LA CONCEPCIN,350,Pichincha,3.0,2.0,66.0,1.0,Quito,La Concepcin,Quito,50-80,Economico
Hermoso departamento de arriendo de oportunidad sector Granados UDLA,500,Pichincha,3.0,3.0,110.0,1.0,Quito,De Los Granados,Quito,80-120,Medio
"Arriendo casa en Juan Procel, Norte de Quito, sector El Condado",350,Pichincha,3.0,3.0,130.0,1.0,Quito,Juan Procel,Quito,120-180,Economico
LOCAL EN RENTA VIA PRINCIPAL AL AEROPUERTO,500,Pichincha,3.0,2.0,70.0,1.0,Pifo,Pifo,Pifo,50-80,Economico
LOCAL EN RENTA VIA PRINCIPAL PIFO,1200,Pichincha,3.0,2.0,300.0,1.0,Pifo,Pifo,Pifo,250-400,Lujo
Hermoso departamento de arriendo sector La Catolica,470,Pichincha,2.0,2.0,80.0,1.0,Quito,Avenida Isabel La Catlica,Quito,50-80,Medio
Rento cmodo departamento sector Los Laureles,400,Pichincha,3.0,3.0,100.0,1.0,Quito,Los Laureles,Quito,80-120,Medio
OFICINA EN RENTA  AMOBLADA,380,Pichincha,3.0,1.0,48.0,2.0,Quito,Mariana De Jesus & La Pradera,Quito,0-50,Medio
Arriendo casa Condado Juan Procel Norte de Quito,550,Pichincha,4.0,4.0,175.0,2.0,Quito 170134,Juan Procel,Quito 170134,120-180,Medio
Hermoso departamento de oportunidad sector Granados (UDLA),380,Pichincha,3.0,2.0,100.0,1.0,Quito 170513,Av. Eloy Alfaro & De Los Granados,Quito 170513,80-120,Medio
Bodega en Arriendo sector Sangolqu,270,Pichincha,2.5,1.5,22.0,1.0,Sangolqu,Sangolqu,Sangolqu,0-50,Medio
Arriendo departamento sur de Quito,100,Pichincha,2.0,1.0,60.0,1.0,Quito,Nueva Aurora,Quito,50-80,Economico
Departamento Dplex en renta sector la Amrica,650,Pichincha,4.0,2.0,177.0,1.0,Quito,Av. Amrica & San Gabriel,Quito,120-180,Medio
Local Comercial en renta sector Capelo local 1,230,Pichincha,3.0,2.0,45.0,1.0,Quito,Capelo,Quito,0-50,Economico
120 M2 CASA AMOBLADA RENTA SALGOLQUI JUNTO AL IESS,500,Pichincha,3.0,2.0,120.0,1.0,Sangolqu,Sangolqu,Sangolqu,80-120,Medio
ARRIENDO TERRENO COMERCIAL AV. PRINCIPAL GEOVANNY CALLES MARIANITAS CALDERON,360,Pichincha,3.0,2.0,8.0,1.0,Quito,Calderon,Quito,0-50,Economico
Hermoso departamento de arriendo de oportunidad Ponceano Alto $370,370,Pichincha,3.0,2.0,110.0,1.0,Quito,Ponceano Alto,Quito,80-120,Economico
Hermosa suite departamento en arriendo Pinar Alto,430,Pichincha,1.0,2.0,70.0,1.0,Quito,El Pinar Alto,Quito,50-80,Medio
Hermoso departamento de arriendo sector 6 de Diciembre y Gonzles Suarez,500,Pichincha,3.0,3.0,120.0,2.0,Quito,Gonzalez Suarez,Quito,80-120,Medio
Se arrienda hermosa suite amoblada Ponceano alto,350,Pichincha,1.0,1.0,70.0,1.0,Quito,Ponceano Alto,Quito,50-80,Economico
Hermosa casa de arriendo de oportunidad $450 Ponceano alto,450,Pichincha,3.0,3.0,140.0,2.0,Quito,Ponceano Alto,Quito,120-180,Medio
Hermoso departamento de arriendo de oportunidad $380 sector Ponceano alto tres dormitorios,380,Pichincha,3.0,2.0,135.0,2.0,Quito,Ponceano Alto,Quito,120-180,Medio
Rento cmodo y seguro departamento en San Carlos,240,Pichincha,2.0,1.0,100.0,1.0,Quito,Machala Y Vaca De Castro,Quito,80-120,Economico
"Rento casa, sector Ponceano",450,Pichincha,3.0,3.0,127.0,1.0,Quito,Ponciano Alto,Quito,120-180,Medio
"ALQUILO CASA DE 2 PLANTAS MALAGA 2, VIA SALITRE",400,Guayas,3.0,3.0,105.0,2.0,Guayaquil,Salitre 5,Guayaquil,80-120,Economico
RENTO DPTO. 3 DORMITORIOS EN LA JIPIJAPA,450,Pichincha,3.0,3.0,136.0,1.0,Quito,Isla Isabela,Quito,120-180,Medio
AMPLIO PATIO ESQUINERO EN ZONA COMERCIAL,700,Pichincha,3.0,2.0,80.0,1.0,Quito,Avenida Alonso De Angulo,Quito,50-80,Medio
ARRIENDO LOCAL AMPLIO EN LA VILLAFLORA,700,Pichincha,3.0,1.0,100.0,1.0,Quito,Av Alonso De Angulo,Quito,80-120,Medio
"LOTES PARA SU CASA VACACIONAL PLAYERA O PARA SU VIVIENDA PERMANENTE, DENTRO DE LOTIZACIN PRIVADA EN PUERTO CAYO A 30 MINUTOS DE PUERTO LOPEZ; VENTAS: +593987213710",6000,Manab,3.0,2.0,100.0,1.0,Manabi,Jipijapa,Manabi,80-120,Medio
Alquiler de Departamento 3 dormitorios Urb. Parque Magno,1200,Guayas,3.0,3.0,139.0,2.0,Samborondn,Avenida Los Arrozales,Samborondn,120-180,Economico
Alquilo Bodega 212 mts via a Daule,954,Guayas,3.0,2.0,212.0,1.0,Guayaquil,Va A Daule,Guayaquil,180-250,Lujo
SUITE BOSMEDIANO RENTA,520,Pichincha,1.0,2.0,70.0,1.0,Quito,Jose Bosmediano,Quito,50-80,Medio
"Arriendo Quinta a 10 minutos del Aeropuerto Internacional Sucre, Sector Tumbaco Arenal Hilacryl",1000,Pichincha,4.0,3.0,500.0,10.0,Rio San Pedro E4-325 Y Rio Chiche,Rio San Pedro E4-325 Y Rio Chiche,Rio San Pedro E4-325 Y Rio Chiche,400+,Medio
Moderno Departamento/Suite Amoblado Sector La Carolina,540,Pichincha,1.0,2.0,80.0,1.0,Quito,Avenida 6 De Diciembre,Quito,50-80,Medio
Suite Amoblada de Lujo en la Shyris,450,Pichincha,1.0,1.0,50.0,1.0,Quito,De Los Shyris Y Portugal,Quito,0-50,Medio
"Alquiler hermoso departamento 2 dormitorios. Sector embajada americana, solca, norte de Quito.",340,Pichincha,2.0,2.0,85.0,1.0,Quito,Avigiras & De Los Cholanes,Quito,80-120,Economico
"Alquiler hermosa suite amoblada Av. Repblica de El Salvador, norte de Quito",430,Pichincha,1.0,1.0,65.0,1.0,Quito,Av Repblica De El Salvador,Quito,50-80,Medio
"Alquiler departamento 3 dormitorios en San Pedro Claver, Av. La Prensa y Fernandez Salvador, norte de Quito",310,Pichincha,3.0,1.0,90.0,1.0,Quito,Av. Dr. Jos Fernndez Salvador,Quito,80-120,Economico
Rento Suite 75 metros sector Republica del Salvador,450,Pichincha,1.0,2.0,75.0,1.0,Quito 170102,Av. Portugal & Av Repblica De El Salvador,Quito 170102,50-80,Economico
"ARRIENDO DEPARTAMENTO 3 DORMITORIOS, SECTOR UNIVERSIDAD CATLICA,",420,Pichincha,3.0,2.0,110.0,1.0,Quito 170143,Avenue 12 De Octubre 1076,Quito 170143,80-120,Medio
Alquilo 2 Departamentos grandes de 4 dormitorios Sector El Bosque,720,Pichincha,4.0,3.0,230.0,2.0,Quito,El Bosque,Quito,180-250,Lujo
Vendo o arriendo Departamento en El Condado Vicolinci,600,Guayas,2.0,3.0,121.0,2.0,Avenida Len Febres Cordero Ribadeneyra,El Condado Vicolinci,Avenida Len Febres Cordero Ribadeneyra,120-180,Medio
"APARTAMENTOS, SUITES Y HABITACIONES AMOBLADAS Y EQUIPADAS DE ARRIENDO",400,Pichincha,3.0,2.0,100.0,1.0,Quito,Francisco Robles E2-07 Y Paez,Quito,80-120,Medio
Hermoso departamento de arriendo Ponceano alto de oportunidad,450,Pichincha,3.0,3.0,125.0,1.0,Quito,Ponceano Alto,Quito,120-180,Medio
Hermosa suite de lujo de arriendo por estrenar 6 de Diciembre,570,Pichincha,1.0,2.0,75.0,1.0,Quito,6 De Diciembre,Quito,50-80,Medio
Hermosa casa de arriendo por estrenar Pomasqui,400,Pichincha,3.0,3.0,95.0,1.0,Quito,Pomasqui,Quito,80-120,Medio
Hermosa suite por estrenar Monteserrin ecopark de oportunidad,500,Pichincha,1.0,2.0,75.0,1.0,Quito,Monteserrin,Quito,50-80,Medio
Arriendo departamento en Tonsupa Esmeraldas,508,Esmeraldas,3.0,3.0,140.0,1.0,Tonsupa,Av. Club Del Pacfico,Tonsupa,120-180,Medio
Departamento de arriendo al Norte de Quito,350,Pichincha,3.0,3.0,110.0,1.0,Quito,Pedro Garcia Moreno,Quito,80-120,Economico
SE ARRIENDA LOCAL COMERCIAL/ OFICINA / CONSULTORIO  SECTOR 9 DE OCTUBRE,245,Pichincha,2.0,1.0,49.0,1.0,Quito,9 De Octubre & Avenida Eloy Alfaro,Quito,0-50,Economico
Hermoso departamento de arriendo en Quito tenis,1100,Pichincha,4.0,4.0,300.0,2.0,Quito,Quito Tenis,Quito,250-400,Lujo
Hermoso departamento de arriendo sector Quito Tennis de oportunidad,450,Pichincha,2.0,2.0,90.0,1.0,Quito,Quito Tenis,Quito,80-120,Medio
Hermoso departamento de arriendo de oportunidad $420 sector Brasil,420,Pichincha,2.0,1.0,90.0,1.0,Quito,Avenida Brasil,Quito,80-120,Medio
Hermosa casa de arriendo sector colegio sek,600,Pichincha,3.0,3.0,160.0,2.0,Quito,De Los Guayacanes,Quito,120-180,Medio
Hermoso departamento duplex de arriendo de oportunidad Ponceano Alto,500,Pichincha,3.0,3.0,196.0,3.0,Quito,Ponceano Alto,Quito,180-250,Medio
Hermoso departamento de arriendo sector Ponceano alto,280,Pichincha,2.0,2.0,85.0,1.0,Quito,Ponceano Alto,Quito,80-120,Economico
Hermoso departamento de arriendo de oportunidad Gonzlez Surez,550,Pichincha,2.0,2.0,100.0,2.0,Quito,Gonzalez Suarez,Quito,80-120,Medio
Hermoso departamento de arriendo de oportunidad sector El Pinar,350,Pichincha,3.0,2.0,90.0,1.0,Quito,El Pinar,Quito,80-120,Economico
Casa con LOCAL COMERCIAL en arriendo  Mitad del Mundo,690,Pichincha,3.0,2.0,311.0,1.0,Quito,5,Quito,250-400,Medio
Hermoso departamento de arriendo sector Granda Centeno de oportunidad,530,Pichincha,2.0,2.0,90.0,1.0,Quito,Granda Centeno,Quito,80-120,Medio
Hermoso departamento de arriendo sector Quicentro norte,600,Pichincha,2.0,3.0,110.0,2.0,Quito,Avenida De Los Shyris,Quito,80-120,Medio
Hermosa suite amoblada sector Bosque de oportunidad,500,Pichincha,1.0,2.0,75.0,1.0,Quito,El Bosque,Quito,50-80,Medio
Alquilo Departamento de 2 Dormitorios en Nva. Kennedy,300,Guayas,2.0,2.0,64.0,0.0,6 Pasaje 9 No Kennedy Guayaquil Guayaquil,Pichincha,6 Pasaje 9 No Kennedy Guayaquil Guayaquil,50-80,Economico
Alquilo Suite de 2 Ambientes en Nva. Kennedy,200,Guayas,1.0,1.0,24.0,0.0,Guayaquil 090512,6 Pasaje 9 No,Guayaquil 090512,0-50,Medio
Alquilo Dpto de 3 Dormitorios en Nva. Kennedy,400,Guayas,3.0,2.0,96.0,0.0,6 Pasaje 9 No Kennedy Guayaquil Guayaquil,6 Pasaje 9 No Kennedy Guayaquil Guayaquil,6 Pasaje 9 No Kennedy Guayaquil Guayaquil,80-120,Lujo
"Alquilo City Suites Departamento Amoblado, Guayaquil",600,Guayas,1.0,1.0,38.0,1.0,Guayaquil,Avenida Benjamn Carrin Mora,Guayaquil,0-50,Medio
"Alquiler Departamento Samanes, Norte de Guayaquil",350,Guayas,2.0,2.0,100.0,0.0,Avenida 1C Ne Samanes Guayaquil Guayaquil,Avenida 1C Ne Samanes Guayaquil Guayaquil,Avenida 1C Ne Samanes Guayaquil Guayaquil,80-120,Medio
"Alquilo Las Cumbres, Ceibos, Guayaquil",850,Guayas,3.0,4.0,200.0,2.0,Guayaquil,Urbanizacin Las Cumbres,Guayaquil,180-250,Lujo
Hermoso departamento de arriendo amoblado Repblica del Salvador Amoblado,750,Pichincha,2.0,3.0,100.0,1.0,Quito,Naciones Unidas Y Republica Del Salvador,Quito,80-120,Lujo
Hermoso departamento de arriendo amoblado sector Brasil,500,Pichincha,2.0,3.0,100.0,1.0,Quito,Avenida Brasil,Quito,80-120,Medio
Hermoso departamento de arriendo Ponceano alto de oportunidad,450,Pichincha,3.0,3.0,100.0,2.0,Poceano Quito,Poceano Quito,Poceano Quito,80-120,Medio
Hermoso departamento de arriendo sector Quicentro norte,620,Pichincha,2.0,3.0,120.0,2.0,Quito,Avenida De Los Shyris,Quito,80-120,Medio
Arriendo departamento en Condominios el Inca,280,Pichincha,3.0,1.0,64.0,1.0,Quito 170125,De Los Colimes Esq,Quito 170125,50-80,Medio
"Suite en alquiler, sector Plaza Artigas",400,Pichincha,1.0,1.5,56.84,1.0,Quito 170109,Destruge,Quito 170109,50-80,Medio
"Oficina en renta, sector Hotel Quito-Av. 12 de Octubre",2000,Pichincha,3.0,3.0,208.95,4.0,Quito,La Paz,Quito,180-250,Lujo
"Local comercial en alquiler, sector Iaquito",800,Pichincha,3.0,1.0,60.0,0.0,Quito,Juan Gonzlez,Quito,50-80,Lujo
"Depto de lujo, excelente vista y ubicacion.",400,Pichincha,1.0,2.0,97.0,1.0,Quito 170132,Calle B,Quito 170132,80-120,Economico
Hermosa casa de arriendo de oportunidad sector Pomasqui $350,350,Pichincha,3.0,3.0,103.0,2.0,Quito,Pomasqui,Quito,80-120,Economico
Hermoso departamento de arriendo de oportunidad sector Union nacional bosque,450,Pichincha,3.0,3.0,130.0,1.0,Quito,Unin Nacional De Periodistas,Quito,120-180,Medio
Hermoso departamento de lujo en. Arriendo sector el bosque,500,Pichincha,2.0,2.0,103.0,1.0,Quito,El Bosque,Quito,80-120,Medio
Rento Casa Av Intervalles,1400,Pichincha,3.0,2.0,100.0,1.0,Av. Intervalles,Av. Intervalles,Av. Intervalles,80-120,Medio
"LAVISTA TOWERS, 50XDIA, 300XSEMANA, 550XQUINCENA, 1000XMES, SEGURIDAD Y PRIVACIDAD.",1000,Guayas,2.0,2.0,70.0,1.0,Los Lamos Alamos Guayaquil Guayas,Los Lamos Alamos Guayaquil Guayas,Los Lamos Alamos Guayaquil Guayas,50-80,Medio
Hermoso departamento de arriendo duplex sector Ponceano alto,400,Pichincha,2.0,2.0,85.0,1.0,Quito,Ponceano Alto,Quito,80-120,Medio
Hermoso departamento de arriendo sector Gonzales Surez,750,Pichincha,2.0,2.0,130.0,1.0,Quito 170517,Gonzalez Suarez,Quito 170517,120-180,Lujo
Rento casa comercial sector 12 de octubre ideal para restaurantes,2500,Pichincha,4.0,4.0,500.0,8.0,Quito,Avenue 12 De Octubre,Quito,400+,Lujo
Arriendo dos locales de oportunidad sector plaza de toros isla floreana,1100,Pichincha,3.0,2.0,170.0,3.0,Quito,Avenida Isla Floreana,Quito,120-180,Lujo
Hermoso departamento por estrenar sector Portugal,550,Pichincha,2.0,2.0,95.0,1.0,Quito,Avenida Portugal,Quito,80-120,Medio
Renta Departamento 2 Habitaciones Republica del Salvador SECTOR QUICENTRO,650,Pichincha,2.0,2.0,109.0,1.0,Quito 170102,Av Repblica De El Salvador,Quito 170102,80-120,Medio
"Departamento de arriendo, Rep. del Salvador, 120 mts, $ 600 JD",600,Pichincha,2.0,3.0,120.0,1.0,Av Repblica De El Salvador La Carolina Quito Distrito Metropolitano De Quito,Av Repblica De El Salvador La Carolina Quito Distrito Metropolitano De Quito,Av Repblica De El Salvador La Carolina Quito Distrito Metropolitano De Quito,80-120,Medio
DEPARTAMENTO DE DOS HABITACIONES SECTOR CAROLINA,650,Pichincha,2.0,2.0,85.0,2.0,Quito,La Carolina,Quito,80-120,Medio
DEPARTAMENTO EN RENTA 160M2 GASPAR DE VILLAROEL $600,600,Pichincha,3.0,2.0,100.0,1.0,Quito,Av. 6 De Diciembre,Quito,80-120,Medio
DEPARTAMENTO FRENTE AL C.C.EL BOSQUE 242M2,1200,Pichincha,3.0,3.0,242.0,3.0,Quito,El Bosque,Quito,180-250,Lujo
OFICINA SECTOR GRANDA CENTENO $550,550,Pichincha,5.0,3.0,200.0,1.0,Quito 170521,Granda Centeno,Quito 170521,180-250,Medio
SUITE AMOBLADO 60M2 SECTOR 12 DE OCTUBRE EN RENTA.,530,Pichincha,1.0,1.0,60.0,1.0,Quito,Ave 12 De Octubre,Quito,50-80,Medio
"Puerto Azul, Departamento en Alquiler",600,Guayas,2.0,2.0,77.0,1.0,Va A La Costa,Va A La Costa,Va A La Costa,50-80,Medio
"Urdesa Central, Suite Amoblada",400,Guayas,1.0,1.0,45.0,1.0,Guayaquil 090511,Urdesa Central,Guayaquil 090511,0-50,Medio
"RENTA MODERNO DEPARTAMENTO, SECTOR CENTRO NORTE, CATALINA ALDAZ",650,Pichincha,2.0,2.0,100.0,1.0,Catalina Aldaz,Catalina Aldaz,Catalina Aldaz,80-120,Medio
"Hm/ San Carlos, 300 Usd! Departamento 2 Habitaciones de 60 m en Arriendo.",300,Pichincha,2.0,1.0,60.0,1.0,La Concepcin Quito Distrito Metropolitano De Quito Pichincha,La Concepcin Quito Distrito Metropolitano De Quito Pichincha,La Concepcin Quito Distrito Metropolitano De Quito Pichincha,50-80,Medio
"Renta Suite Amoblada, Carolina, Sector Centro Norte",470,Pichincha,1.0,1.0,62.0,1.0,Quito 170102,Corea,Quito 170102,50-80,Economico
"Rento Departamento, Cerca Plataforma Gubernamental, Sector Centro Norte",475,Pichincha,2.0,1.0,90.0,1.0,Quito 170102,Japn,Quito 170102,80-120,Economico
"Rento Departamento Amoblado, Sector Republica del Salvador",850,Pichincha,3.0,3.0,110.0,1.0,Quito 170102,Av Repblica De El Salvador,Quito 170102,80-120,Lujo
"Arriendo Oficina Amoblada, Sector Mall El Jardin, Av Amazonas",400,Pichincha,3.0,1.0,50.0,1.0,Quito,Av. Amazonas,Quito,0-50,Medio
"Rento Oficina Moderna Amoblada, Sector Pradera",850,Pichincha,3.0,1.0,75.0,2.0,Quito,Mariana De Jesus,Quito,50-80,Lujo
"Rento Bonita Suite Amoblada, Republica del Salvador",480,Pichincha,1.0,2.0,61.0,1.0,Quito 170102,Av Repblica De El Salvador,Quito 170102,50-80,Medio
"Rento Local Comercial Sector Centro Norte, Granados",1500,Pichincha,4.0,3.0,150.0,0.0,Quito,De Los Granados,Quito,120-180,Lujo
"RENTO SUITE MODERNA, TOTALMENTE AMOBLADA Y EQUIPADA.. CAROLINA",690,Pichincha,2.0,2.0,60.0,1.0,Quito 170102,Av. Portugal,Quito 170102,50-80,Medio
"DEPARTAMENTO AMOBLADO EN RENTA TRES DORMITORIOS, REPBLICA DE EL SALVADOR",850,Pichincha,3.0,4.0,130.0,1.0,Quito 170102,Av Repblica De El Salvador,Quito 170102,120-180,Lujo
SUITE SEMIAMOBLADA EN RENTA. QUITO TENIS $360,360,Pichincha,1.0,1.0,70.0,1.0,Hidalgo De Pinto Chaupicruz Quito Distrito Metropolitano De Quito,Hidalgo De Pinto Chaupicruz Quito Distrito Metropolitano De Quito,Hidalgo De Pinto Chaupicruz Quito Distrito Metropolitano De Quito,50-80,Medio
Departamento en Arriendo Bellavista,550,Pichincha,2.0,2.0,69.0,1.0,Quito 170102,Ignacio Bossano & Avenida 6 De Diciembre,Quito 170102,50-80,Medio
Departamento en Venta  Arriendo Carceln/Mastodontes,300,Pichincha,2.0,2.0,84.0,1.0,Quito,Jaime Rolds Aguilera & Calle E,Quito,80-120,Economico
Alquil local en la 10 de Agosto y Mariana de Jess,850,Pichincha,3.0,2.0,140.0,1.0,10 De Agosto Y Mariana De Jess,10 De Agosto Y Mariana De Jess,10 De Agosto Y Mariana De Jess,120-180,Medio
RENTO OFICINA EN SECTOR CAROLINA,750,Pichincha,4.0,2.0,96.0,2.0,Quito 170102,Tamayo & Avenida 6 De Diciembre,Quito 170102,80-120,Medio
ARRIENDO DEPARTAMENTO AMOBLADO,819,Pichincha,2.0,3.0,100.0,1.0,Quito,Finlandia & Suecia,Quito,80-120,Lujo
"Rento Oficina comercial Torre Boreal, Av. 12 de Octubre y Av. Colon, sector La Floresta",400,Pichincha,3.0,1.0,60.0,1.0,N24-739 Avenue 12 De Octubre Mariscal Sucre Quito,N24-739 Avenue 12 De Octubre Mariscal Sucre Quito,N24-739 Avenue 12 De Octubre Mariscal Sucre Quito,50-80,Medio
ALQUILO SUITE TEMPORAL EN AV REPBLICA DEL SALVADOR,1000,Pichincha,1.0,1.0,70.0,1.0,Av. Repblica Del Salvador Y Moscu,Av. Repblica Del Salvador Y Moscu,Av. Repblica Del Salvador Y Moscu,50-80,Medio
CASA PARA OFICINAS EN RENTA,2100,Pichincha,6.0,5.0,460.0,5.0,Sector Plataforma Financiera Norte,Sector Plataforma Financiera Norte,Sector Plataforma Financiera Norte,400+,Medio
Casa en renta valle La ESPE,600,Pichincha,2.5,1.5,90.0,1.0,Sangolqu,Sangolqu,Sangolqu,80-120,Medio
Hermoso departamento excelente sector Ponceano,500,Pichincha,3.0,2.0,100.0,1.0,Ponceano,Ponceano,Ponceano,80-120,Medio
Hermosa casa De oportunidad 3 dormitorios excelente sector Ponceano Alto,480,Pichincha,3.0,3.0,150.0,1.0,Quito,Ponceano Alto,Quito,120-180,Medio
Hermosa casa excelente sector colegio SEK quito,600,Pichincha,4.0,3.0,200.0,2.0,Quito 170124,De Los Guayacanes N51,Quito 170124,180-250,Lujo
Hm/ Sector La Pradera Usd 520 Se Arrienda Hermosa Suite Amoblada de 46 m.,520,Pichincha,1.0,1.0,46.0,1.0,Diego De Almagro La Pradera Quito Distrito Metropolitano De Quito,Diego De Almagro La Pradera Quito Distrito Metropolitano De Quito,Diego De Almagro La Pradera Quito Distrito Metropolitano De Quito,0-50,Medio
Hm/amazonas en Renta 100 m  Mariscal Sucre Usd 850,850,Pichincha,2.0,2.0,100.0,0.0,Quito 170143,Av. Gral. Ignacio De Veintimilla & Av. Amazonas,Quito 170143,80-120,Lujo
Hermoso departamento 2 Dormitorios excelente sector CCI,500,Pichincha,2.0,2.0,100.0,1.0,Quito,Centro Comercial Iaquito (Cci),Quito,80-120,Medio
ARRIENDO CAROLINA 3 DORMITORIOS 105 M2 $600,600,Pichincha,3.0,2.0,105.0,1.0,Quito 170102,Av. Eloy Alfaro & Av. De Los Shyris,Quito 170102,80-120,Medio
VENDO O ARRIENDO QUINTA EN TUMBACO ARENAL HILACRYL,1200,Pichincha,3.0,2.0,300.0,4.0,Quito,Aurelio Dvila Cajas,Quito,250-400,Lujo
"Se alquila suite segura, cmoda y econmica",165,Guayas,1.0,1.0,32.0,0.0,Guayaquil 090510,Urbanor,Guayaquil 090510,0-50,Medio
Arriendo Dep. Cumbaya,300,Pichincha,2.0,1.0,100.0,1.0,Quito 170184,Rodrigo Nuez,Quito 170184,80-120,Medio
Hermoso departamento de alquiler Sector El Batan,700,Pichincha,2.0,2.5,100.0,2.0,Quito,El Batn,Quito,80-120,Medio
"Suite de alquiler amoblada en el Batan, ideal para estudiante!",500,Pichincha,1.0,1.5,60.0,1.0,Quito,El Batn,Quito,50-80,Medio
Hermoso departamento de alquiler en el Batan,700,Pichincha,3.0,2.5,115.0,2.0,Quito,El Batn,Quito,80-120,Medio
Hermoso Suite Loft amoblado de alquiler sector Whimper,550,Pichincha,1.0,2.0,74.0,1.0,Quito,Whymper,Quito,50-80,Medio
Departamento de alquiler Urbanizacin El Condado,680,Pichincha,3.0,3.0,210.0,2.0,Quito,Calle C,Quito,180-250,Medio
De Oportunidad casa de alquiler Urbanizacin El Condado SIN MUEBLES,750,Pichincha,3.0,3.0,254.0,2.0,Quito 170134,Calle C,Quito 170134,250-400,Medio
Alquiler suite de lujo sector El Bosque,550,Pichincha,1.0,2.0,70.0,2.0,Quito,El Bosque,Quito,50-80,Medio
Arriendo Departamento en Gonzlez Surez,500,Pichincha,3.0,3.0,131.0,1.0,Quito,Gonzalez Suarez,Quito,120-180,Medio
Arriendo Oficina Amoblada,500,Pichincha,3.0,1.0,60.0,2.0,Quito,Quito,Quito,50-80,Medio
Arriendo o vendo amplia casa en San Rafael,3000,Pichincha,7.0,7.0,770.0,3.0,Quito,Avenida General Enriquez & Isla San Cristobal,Quito,400+,Lujo
RENTA DEPARTAMENTO PONCIANO ALTO,490,Pichincha,3.0,2.0,180.0,1.0,Desconocido,Desconocido,Desconocido,120-180,Medio
Arriendo Suite Amoblada Estreno Carolina,600,Pichincha,1.0,1.0,57.0,1.0,Quito,Avenida Eloy Alfaro,Quito,50-80,Medio
Arriendo Suite Amoblada Repblica del Salvador,500,Pichincha,1.0,1.0,65.0,1.0,La Carolina Quito Distrito Metropolitano De Quito Pichincha,La Carolina Quito Distrito Metropolitano De Quito Pichincha,La Carolina Quito Distrito Metropolitano De Quito Pichincha,50-80,Medio
Amplio departamento de alquiler Urbanizacin El Condado,500,Pichincha,3.0,3.0,150.0,2.0,Quito 170134,Calle C,Quito 170134,120-180,Economico
Departamento de arriendo Sector El Bosque,850,Pichincha,3.0,2.5,140.0,2.0,Quito,El Bosque,Quito,120-180,Lujo
